order_id,order_date,customer_name,product_name,category,quantity,unit_price,total_amount,warehouse,region,payment_status,order_status,dispatch_date,delivery_date
406,2025-06-26,Customer_8,Toothpaste,Personal Care,6,250,1500.0,WH-B,Dhaka,Paid,Pending,2025-06-27,2025-06-30
407,2025-06-23,Customer_167,Ice Cream,Foods,8,180,1440.0,WH-B,Sylhet,Paid,Delivered,2025-06-25,2025-06-28
408,2025-06-03,Customer_65,Detergent,Home Care,5,180,900.0,WH-C,Khulna,Failed,Cancelled,2025-06-04,2025-06-06
409,2025-04-28,Customer_120,Detergent,Home Care,13,250,3250.0,,Sylhet,Failed,Dispatched,2025-05-01,2025-05-03
410,2025-05-11,Customer_166,Lotion,Beauty,4,120,480.0,WH-C,Sylhet,Pending,Cancelled,2025-05-14,2025-05-19
411,2025-01-17,Customer_164,Tea,Foods,4,350,1400.0,WH-B,Khulna,Pending,Cancelled,2025-01-20,2025-01-23
412,2025-03-03,Customer_220,Shampoo,Personal Care,5,500,2500.0,WH-C,Rajshahi,Failed,Cancelled,2025-03-04,2025-03-11
413,2025-06-17,Customer_67,Tea,Foods,5,120,600.0,WH-B,Rajshahi,Pending,Delivered,2025-06-21,2025-06-24
414,2025-03-29,Customer_137,Lotion,Beauty,19,180,3420.0,WH-C,Rajshahi,Failed,Cancelled,2025-03-31,2025-04-06
415,2025-06-18,Customer_76,Lotion,Beauty,10,180,1800.0,WH-A,Rajshahi,Paid,Cancelled,2025-06-23,2025-06-25
416,2025-06-24,Customer_23,Tea,Foods,18,180,3240.0,WH-A,Khulna,Paid,Cancelled,2025-06-27,2025-07-03
417,2025-03-08,Customer_119,Detergent,Home Care,11,250,2750.0,WH-A,Rajshahi,Paid,Delivered,2025-03-13,2025-03-16
418,2025-01-31,Customer_77,Detergent,Home Care,7,500,3500.0,WH-B,Dhaka,Paid,Pending,2025-02-04,2025-02-09
419,2025-05-26,Customer_81,Shampoo,Personal Care,11,350,3850.0,WH-C,Chattogram,Paid,Dispatched,2025-05-30,2025-06-01
420,2025-06-12,Customer_116,Toothpaste,Personal Care,6,250,1500.0,WH-B,Chattogram,Paid,Pending,2025-06-13,2025-06-14
421,2025-06-07,Customer_110,Detergent,Home Care,3,180,540.0,WH-B,Rajshahi,Pending,Dispatched,2025-06-11,2025-06-17
422,2025-02-21,Customer_229,Soap,Personal Care,2,500,1000.0,WH-B,Sylhet,Paid,Delivered,2025-02-24,2025-02-25
423,2025-02-27,Customer_34,Tea,Foods,1,180,180.0,WH-A,Rajshahi,Failed,Cancelled,2025-03-02,2025-03-05
424,2025-03-18,Customer_187,Shampoo,Personal Care,3,120,360.0,WH-C,Sylhet,Failed,Cancelled,2025-03-21,2025-03-25
425,2025-05-06,Customer_49,Detergent,Home Care,5,250,1250.0,WH-A,Rajshahi,Paid,Pending,2025-05-09,2025-05-16
426,2025-01-06,Customer_44,Shampoo,Personal Care,5,180,900.0,WH-A,Khulna,Failed,Delivered,2025-01-11,2025-01-16
427,2025-06-09,Customer_13,Detergent,Home Care,9,500,4500.0,WH-C,Dhaka,Failed,Delivered,2025-06-10,2025-06-15
428,2025-04-24,Customer_141,Soap,Personal Care,4,350,1400.0,WH-B,Rajshahi,Failed,Pending,2025-04-28,2025-04-29
429,2025-04-18,Customer_134,Shampoo,Personal Care,1,250,250.0,WH-B,Sylhet,Failed,Pending,2025-04-19,2025-04-25
430,2025-06-08,Customer_30,Detergent,Home Care,4,500,2000.0,WH-A,Rajshahi,Paid,Pending,2025-06-09,2025-06-12
431,2025-02-21,Customer_105,Ice Cream,Foods,9,500,4500.0,WH-B,Chattogram,Paid,Dispatched,2025-02-24,2025-03-02
432,2025-03-02,Customer_172,Shampoo,Personal Care,16,250,4000.0,WH-A,Dhaka,Failed,Dispatched,2025-03-03,2025-03-04
433,2025-01-20,Customer_165,Shampoo,Personal Care,3,500,1500.0,WH-A,Rajshahi,Pending,Cancelled,2025-01-21,2025-01-24
434,2025-02-14,Customer_75,Detergent,Home Care,2,120,240.0,WH-B,Khulna,Pending,Delivered,2025-02-15,2025-02-22
435,2025-02-05,Customer_92,Soap,Personal Care,2,120,240.0,WH-B,Sylhet,Pending,Delivered,2025-02-07,2025-02-10
436,2025-01-30,Customer_247,Toothpaste,Personal Care,11,180,,WH-B,Khulna,Pending,Dispatched,2025-02-03,2025-02-07
437,2025-01-29,Customer_186,Ice Cream,Foods,14,180,2520.0,WH-A,Chattogram,Paid,Dispatched,2025-01-31,2025-02-06
438,2025-06-23,Customer_157,Lotion,Beauty,16,500,8000.0,WH-B,Khulna,Failed,Delivered,2025-06-27,2025-06-29
439,2025-05-05,Customer_113,Ice Cream,Foods,5,350,1750.0,WH-A,Dhaka,Pending,Cancelled,2025-05-06,2025-05-10
440,2025-05-25,Customer_224,Soap,Personal Care,17,500,8500.0,WH-B,Sylhet,Failed,Delivered,2025-05-27,2025-06-02
441,2025-03-30,Customer_215,Detergent,Home Care,8,350,2800.0,WH-C,Sylhet,Paid,Delivered,2025-04-03,2025-04-05
442,2025-05-01,Customer_43,Tea,Foods,6,500,3000.0,WH-A,Rajshahi,Pending,Pending,2025-05-05,2025-05-12
443,2025-05-10,Customer_165,Toothpaste,Personal Care,9,120,1080.0,WH-B,Rajshahi,Paid,Delivered,2025-05-12,2025-05-17
444,2025-04-25,Customer_128,Detergent,Home Care,15,500,7500.0,WH-B,Khulna,Paid,Dispatched,2025-04-26,2025-05-03
445,2025-04-14,Customer_143,Tea,Foods,1,120,120.0,WH-C,Dhaka,Paid,Cancelled,2025-04-18,2025-04-19
446,2025-06-17,Customer_94,Lotion,Beauty,18,180,3240.0,WH-A,Chattogram,Pending,Cancelled,2025-06-21,2025-06-24
447,2025-05-02,Customer_116,Lotion,Beauty,20,500,10000.0,WH-A,Dhaka,Failed,Pending,2025-05-05,2025-05-11
448,2025-06-12,Customer_134,Soap,Personal Care,11,250,2750.0,WH-B,Dhaka,Paid,Pending,2025-06-15,2025-06-20
449,2025-01-28,Customer_51,Detergent,Home Care,5,350,1750.0,WH-A,Dhaka,Pending,Pending,2025-01-31,2025-02-05
450,2025-01-28,Customer_238,Detergent,Home Care,7,250,1750.0,WH-C,Sylhet,Paid,Dispatched,2025-02-01,2025-02-02
451,2025-02-04,Customer_136,Detergent,Home Care,19,500,9500.0,WH-C,Dhaka,Failed,Dispatched,2025-02-08,2025-02-09
452,2025-05-11,Customer_149,Ice Cream,Foods,19,350,6650.0,WH-A,Chattogram,Paid,Dispatched,2025-05-13,2025-05-19
453,2025-03-24,Customer_108,Tea,Foods,20,500,10000.0,WH-C,Chattogram,Pending,Dispatched,2025-03-29,2025-04-02
454,2025-02-04,Customer_155,Toothpaste,Personal Care,10,350,3500.0,WH-C,Sylhet,Pending,Cancelled,2025-02-06,2025-02-10
455,2025-02-21,Customer_183,Tea,Foods,18,180,3240.0,WH-B,Khulna,Failed,Pending,2025-02-23,2025-02-28
456,2025-05-19,Customer_30,Tea,Foods,6,500,3000.0,WH-B,Sylhet,Pending,Dispatched,2025-05-22,2025-05-28
457,2025-04-19,Customer_28,Tea,Foods,18,250,4500.0,WH-A,Rajshahi,Paid,Delivered,2025-04-20,2025-04-25
458,2025-03-10,Customer_175,Tea,Foods,2,180,360.0,WH-B,Chattogram,Paid,Cancelled,2025-03-12,2025-03-15
459,2025-04-02,Customer_158,Shampoo,Personal Care,18,120,2160.0,WH-C,Sylhet,Paid,Dispatched,2025-04-06,2025-04-07
460,2025-06-27,Customer_100,Shampoo,Personal Care,17,250,4250.0,WH-B,Khulna,,Delivered,2025-06-28,2025-07-02
461,2025-06-08,Customer_58,Soap,Personal Care,9,180,1620.0,WH-C,Khulna,Failed,Pending,2025-06-12,2025-06-19
462,2025-04-25,Customer_20,Ice Cream,Foods,7,250,1750.0,WH-A,Chattogram,Failed,Delivered,2025-04-27,2025-05-03
463,2025-03-13,Customer_34,Detergent,Home Care,2,350,,WH-A,Sylhet,Pending,Delivered,2025-03-18,2025-03-21
464,2025-01-11,Customer_153,Toothpaste,Personal Care,15,180,2700.0,WH-A,Sylhet,Failed,Cancelled,2025-01-13,2025-01-16
465,2025-04-02,Customer_182,Detergent,Home Care,19,500,9500.0,,Sylhet,Paid,Pending,2025-04-03,2025-04-10
466,2025-02-10,Customer_138,Lotion,Beauty,3,500,1500.0,WH-B,Dhaka,Pending,Pending,2025-02-14,2025-02-19
467,2025-04-03,Customer_244,Shampoo,Personal Care,11,250,2750.0,WH-C,Sylhet,Pending,Delivered,2025-04-06,2025-04-08
468,2025-03-03,Customer_63,Soap,Personal Care,12,350,4200.0,WH-A,Khulna,Pending,Delivered,2025-03-08,2025-03-13
469,2025-03-14,Customer_211,Detergent,Home Care,9,500,4500.0,WH-B,Sylhet,Failed,Dispatched,2025-03-15,2025-03-20
470,2025-06-16,Customer_132,Detergent,Home Care,2,250,500.0,WH-A,Dhaka,Paid,Delivered,2025-06-18,2025-06-21
471,2025-06-21,Customer_176,Tea,Foods,3,180,540.0,WH-B,Dhaka,Paid,Dispatched,2025-06-23,2025-06-30
472,2025-01-07,Customer_85,Tea,Foods,3,180,540.0,WH-A,Dhaka,Paid,Delivered,2025-01-11,2025-01-17
473,2025-01-19,Customer_59,Shampoo,Personal Care,9,500,4500.0,WH-B,Rajshahi,Pending,Dispatched,2025-01-24,2025-01-31
474,2025-03-22,Customer_173,Tea,Foods,13,350,4550.0,WH-A,Sylhet,Paid,Delivered,2025-03-23,2025-03-27
475,2025-06-29,Customer_238,Ice Cream,Foods,19,120,2280.0,WH-C,Dhaka,Pending,Cancelled,2025-06-30,2025-07-03
476,2025-04-23,Customer_211,Lotion,Beauty,3,250,750.0,WH-C,Dhaka,Pending,Pending,2025-04-27,2025-05-01
477,2025-04-11,Customer_246,Lotion,Beauty,8,180,1440.0,WH-C,Chattogram,Pending,Cancelled,2025-04-16,2025-04-19
478,2025-02-06,Customer_2,Soap,Personal Care,18,500,,WH-C,Sylhet,Pending,Delivered,2025-02-07,2025-02-08
479,2025-02-24,Customer_218,Toothpaste,Personal Care,7,250,1750.0,WH-C,Chattogram,,Pending,2025-02-28,2025-03-06
480,2025-02-19,Customer_172,Shampoo,Personal Care,20,250,5000.0,WH-C,Dhaka,Failed,Dispatched,2025-02-20,2025-02-22
481,2025-03-16,Customer_26,Tea,Foods,18,120,2160.0,WH-A,Sylhet,Pending,Cancelled,2025-03-17,2025-03-20
482,2025-01-26,Customer_18,Toothpaste,Personal Care,5,180,900.0,WH-A,Khulna,Pending,Dispatched,2025-01-29,2025-02-03
483,2025-06-27,Customer_145,Toothpaste,Personal Care,20,250,5000.0,WH-C,Khulna,Pending,Dispatched,2025-07-02,2025-07-04
484,2025-03-05,Customer_190,Shampoo,Personal Care,1,250,250.0,WH-C,Rajshahi,Pending,Cancelled,2025-03-07,2025-03-13
485,2025-04-29,Customer_199,Shampoo,Personal Care,11,350,3850.0,WH-B,Rajshahi,Failed,Delivered,2025-05-03,2025-05-06
486,2025-03-13,Customer_51,Shampoo,Personal Care,20,120,2400.0,WH-B,Dhaka,Failed,Delivered,2025-03-15,2025-03-20
487,2025-05-29,Customer_197,Soap,Personal Care,17,120,2040.0,WH-C,Chattogram,Paid,Cancelled,2025-06-03,2025-06-07
488,2025-06-17,Customer_101,Lotion,Beauty,18,350,6300.0,WH-A,Sylhet,Failed,Cancelled,2025-06-19,2025-06-22
489,2025-05-11,Customer_94,Shampoo,Personal Care,15,500,7500.0,WH-C,Dhaka,Failed,Pending,2025-05-12,2025-05-16
490,2025-05-12,Customer_41,Ice Cream,Foods,20,180,3600.0,WH-A,Sylhet,Failed,Pending,2025-05-14,2025-05-18
491,2025-01-11,Customer_125,Tea,Foods,16,250,4000.0,WH-A,Dhaka,Pending,Cancelled,2025-01-13,2025-01-20
492,2025-05-13,Customer_121,Shampoo,Personal Care,2,180,360.0,WH-B,Dhaka,Paid,Cancelled,2025-05-16,2025-05-20
493,2025-03-09,Customer_146,Soap,Personal Care,17,250,4250.0,WH-A,Rajshahi,Failed,Dispatched,2025-03-14,2025-03-19
494,2025-05-13,Customer_250,Toothpaste,Personal Care,19,120,2280.0,WH-A,Sylhet,Pending,Cancelled,2025-05-16,2025-05-20
495,2025-05-04,Customer_129,Ice Cream,Foods,12,350,4200.0,WH-A,Rajshahi,Paid,Pending,2025-05-09,2025-05-10
496,2025-02-24,Customer_41,Soap,Personal Care,17,250,4250.0,WH-B,Sylhet,Failed,Delivered,2025-02-26,2025-02-28
497,2025-03-26,Customer_173,Tea,Foods,8,350,2800.0,WH-B,Rajshahi,Paid,Pending,2025-03-27,2025-03-31
498,2025-03-04,Customer_147,Tea,Foods,14,120,1680.0,WH-C,Chattogram,Paid,Delivered,2025-03-05,2025-03-07
499,2025-02-12,Customer_133,Lotion,Beauty,5,120,600.0,WH-B,Sylhet,Failed,Delivered,2025-02-15,2025-02-17
500,2025-02-25,Customer_121,Tea,Foods,10,120,1200.0,WH-B,Chattogram,Paid,Dispatched,2025-03-01,2025-03-06
501,2025-02-16,Customer_131,Lotion,Beauty,5,500,2500.0,WH-B,Chattogram,Failed,Cancelled,2025-02-21,2025-02-27
502,2025-01-18,Customer_99,Detergent,Home Care,20,500,10000.0,WH-A,Dhaka,Paid,Pending,2025-01-20,2025-01-24
503,2025-02-08,Customer_46,Lotion,Beauty,17,350,5950.0,WH-B,Sylhet,Failed,Delivered,2025-02-13,2025-02-14
504,2025-01-31,Customer_169,Ice Cream,Foods,18,500,9000.0,WH-A,Sylhet,Failed,Delivered,2025-02-01,2025-02-05
505,2025-04-18,Customer_12,Ice Cream,Foods,14,500,7000.0,WH-C,Sylhet,Pending,Pending,2025-04-21,2025-04-28
506,2025-03-31,Customer_190,Ice Cream,Foods,16,350,5600.0,WH-C,Sylhet,Paid,Dispatched,2025-04-05,2025-04-12
507,2025-03-01,Customer_154,Shampoo,Personal Care,9,350,3150.0,WH-C,Rajshahi,Pending,Pending,2025-03-02,2025-03-05
508,2025-05-14,Customer_2,Soap,Personal Care,1,500,500.0,WH-B,Chattogram,Failed,Cancelled,2025-05-15,2025-05-20
509,2025-02-09,Customer_150,Detergent,Home Care,12,120,1440.0,WH-B,Khulna,Failed,Dispatched,2025-02-13,2025-02-19
510,2025-03-12,,Lotion,Beauty,12,500,6000.0,WH-B,Sylhet,Failed,Dispatched,,2025-03-23
511,2025-05-23,,Shampoo,Personal Care,12,500,6000.0,WH-C,Khulna,Failed,Dispatched,,2025-05-30
512,2025-02-28,Customer_180,Tea,Foods,5,120,600.0,WH-A,Dhaka,,Dispatched,2025-03-04,2025-03-11
513,2025-06-07,Customer_100,Ice Cream,Foods,11,500,5500.0,WH-C,Dhaka,Paid,Pending,2025-06-08,2025-06-10
514,2025-01-23,Customer_57,Detergent,Home Care,20,350,7000.0,WH-B,Dhaka,Failed,Delivered,2025-01-24,2025-01-27
515,2025-06-07,Customer_183,Tea,Foods,13,350,4550.0,WH-C,Dhaka,Paid,Dispatched,2025-06-12,2025-06-15
516,2025-06-18,Customer_50,Detergent,Home Care,1,180,180.0,WH-A,Sylhet,Failed,Pending,2025-06-23,2025-06-26
517,2025-04-03,Customer_1,Lotion,Beauty,6,120,720.0,WH-A,Dhaka,Pending,Dispatched,2025-04-05,2025-04-11
518,2025-05-31,Customer_4,Toothpaste,Personal Care,13,350,4550.0,WH-C,Dhaka,Paid,Cancelled,2025-06-02,2025-06-07
519,2025-03-31,Customer_71,Tea,Foods,18,500,9000.0,WH-A,Sylhet,,Dispatched,2025-04-03,2025-04-10
520,2025-03-08,Customer_130,Detergent,Home Care,19,120,2280.0,WH-A,Sylhet,Paid,Cancelled,2025-03-10,2025-03-14
521,2025-03-07,Customer_204,Toothpaste,Personal Care,4,500,2000.0,WH-C,Khulna,Failed,Dispatched,2025-03-12,2025-03-19
522,2025-03-04,Customer_118,Detergent,Home Care,19,350,6650.0,WH-C,Rajshahi,Failed,Delivered,2025-03-07,2025-03-14
523,2025-01-18,Customer_202,Detergent,Home Care,4,250,1000.0,WH-A,Chattogram,Pending,Dispatched,2025-01-22,2025-01-28
524,2025-01-03,,Toothpaste,Personal Care,17,500,8500.0,WH-A,Rajshahi,Failed,Cancelled,,2025-01-08
525,2025-05-02,Customer_56,Soap,Personal Care,18,180,3240.0,WH-C,Khulna,Paid,Pending,2025-05-05,2025-05-08
526,2025-03-03,Customer_59,Detergent,Home Care,7,180,1260.0,WH-A,Chattogram,Failed,Cancelled,2025-03-06,2025-03-08
527,2025-01-21,Customer_2,Shampoo,Personal Care,4,120,480.0,WH-C,Dhaka,Pending,Cancelled,2025-01-25,2025-01-30
528,2025-05-28,Customer_47,Lotion,Beauty,11,350,3850.0,WH-C,Khulna,Pending,Pending,2025-05-31,2025-06-04
529,2025-01-14,Customer_109,Ice Cream,Foods,19,180,3420.0,WH-B,Sylhet,Paid,Cancelled,2025-01-19,2025-01-26
530,2025-01-31,Customer_81,Detergent,Home Care,6,350,2100.0,WH-C,Dhaka,Paid,Pending,2025-02-05,2025-02-09
531,2025-03-25,Customer_221,Detergent,Home Care,19,120,2280.0,WH-B,Chattogram,Failed,Cancelled,2025-03-28,2025-04-02
532,2025-06-06,Customer_48,Shampoo,Personal Care,9,350,3150.0,WH-B,Rajshahi,Paid,Dispatched,2025-06-09,2025-06-12
533,2025-04-13,Customer_47,Tea,Foods,12,250,3000.0,WH-C,Chattogram,Failed,Pending,2025-04-16,2025-04-20
534,2025-03-02,Customer_220,Ice Cream,Foods,4,250,1000.0,WH-B,Chattogram,Paid,Pending,2025-03-07,2025-03-11
535,2025-04-18,Customer_229,Detergent,Home Care,1,180,180.0,WH-C,Sylhet,,Cancelled,2025-04-22,2025-04-24
536,2025-03-06,Customer_146,Ice Cream,Foods,16,250,4000.0,WH-A,Rajshahi,Paid,Pending,2025-03-11,2025-03-18
537,2025-05-02,Customer_191,Soap,Personal Care,7,250,1750.0,WH-B,Khulna,Pending,Cancelled,2025-05-03,2025-05-07
538,2025-03-30,Customer_32,Lotion,Beauty,18,250,4500.0,WH-B,Sylhet,Paid,Pending,2025-03-31,2025-04-04
539,2025-03-25,Customer_199,Ice Cream,Foods,10,250,2500.0,WH-C,Rajshahi,Paid,Dispatched,2025-03-30,2025-04-03
540,2025-06-11,Customer_43,Lotion,Beauty,10,350,3500.0,WH-C,Khulna,Pending,Dispatched,2025-06-13,2025-06-20
541,2025-02-11,Customer_81,Ice Cream,Foods,3,120,360.0,WH-B,Khulna,Failed,Cancelled,2025-02-14,2025-02-16
542,2025-04-24,Customer_151,Lotion,Beauty,13,250,,WH-C,Rajshahi,Pending,Pending,2025-04-27,2025-05-03
543,2025-03-02,Customer_180,Shampoo,Personal Care,1,180,180.0,,Dhaka,Paid,Pending,2025-03-05,2025-03-11
544,2025-01-17,Customer_14,Detergent,Home Care,4,120,480.0,WH-A,Rajshahi,Failed,Delivered,2025-01-21,2025-01-26
545,2025-02-09,Customer_239,Soap,Personal Care,9,500,4500.0,WH-B,Khulna,Paid,Pending,2025-02-10,2025-02-16
546,2025-06-10,Customer_135,Tea,Foods,10,350,3500.0,WH-A,Dhaka,Paid,Cancelled,2025-06-12,2025-06-14
547,2025-04-30,Customer_141,Ice Cream,Foods,11,350,3850.0,WH-B,Chattogram,Failed,Pending,2025-05-05,2025-05-08
548,2025-06-11,Customer_135,Lotion,Beauty,20,350,7000.0,WH-C,Sylhet,Pending,Cancelled,2025-06-16,2025-06-20
549,2025-01-23,Customer_94,Detergent,Home Care,18,180,3240.0,WH-B,Khulna,Paid,Cancelled,2025-01-27,2025-01-30
550,2025-02-04,Customer_121,Soap,Personal Care,1,500,,WH-C,Dhaka,Failed,Dispatched,2025-02-07,2025-02-10
551,2025-01-03,Customer_75,Ice Cream,Foods,16,250,4000.0,WH-C,Chattogram,Paid,Cancelled,2025-01-07,2025-01-14
552,2025-04-22,Customer_42,Shampoo,Personal Care,14,500,7000.0,WH-C,Rajshahi,Pending,Pending,2025-04-26,2025-04-28
553,2025-06-10,Customer_196,Toothpaste,Personal Care,3,350,1050.0,WH-C,Khulna,Pending,Cancelled,2025-06-12,2025-06-17
554,2025-02-16,Customer_29,Detergent,Home Care,7,120,840.0,WH-C,Rajshahi,Failed,Dispatched,2025-02-18,2025-02-21
555,2025-02-18,Customer_39,Toothpaste,Personal Care,20,350,7000.0,WH-A,Sylhet,Paid,Pending,2025-02-21,2025-02-22
556,2025-02-02,Customer_3,Soap,Personal Care,10,250,2500.0,WH-A,Dhaka,Paid,Delivered,2025-02-06,2025-02-12
557,2025-04-18,Customer_205,Detergent,Home Care,7,250,1750.0,WH-B,Khulna,Pending,Delivered,2025-04-21,2025-04-28
558,2025-01-15,Customer_101,Toothpaste,Personal Care,3,180,540.0,WH-A,Sylhet,Pending,Pending,2025-01-18,2025-01-25
559,2025-01-04,Customer_183,Shampoo,Personal Care,9,350,3150.0,WH-A,Rajshahi,Pending,Pending,2025-01-05,2025-01-12
560,2025-04-28,Customer_171,Tea,Foods,2,180,360.0,WH-A,Rajshahi,Pending,Cancelled,2025-04-29,2025-05-04
561,2025-05-21,Customer_65,Toothpaste,Personal Care,6,120,720.0,WH-B,Khulna,Paid,Cancelled,2025-05-26,2025-05-27
562,2025-03-02,Customer_4,Soap,Personal Care,7,120,840.0,WH-A,Khulna,Failed,Delivered,2025-03-06,2025-03-09
563,2025-01-11,Customer_177,Detergent,Home Care,8,120,960.0,WH-B,Sylhet,Paid,Cancelled,2025-01-16,2025-01-23
564,2025-02-10,Customer_176,Ice Cream,Foods,3,180,540.0,WH-C,Khulna,Failed,Delivered,2025-02-14,2025-02-15
565,2025-06-29,Customer_28,Soap,Personal Care,12,180,2160.0,WH-A,Rajshahi,Paid,Cancelled,2025-07-04,2025-07-11
566,2025-02-19,Customer_97,Lotion,Beauty,12,350,4200.0,WH-B,Chattogram,Pending,Delivered,2025-02-20,2025-02-26
567,2025-03-17,Customer_126,Detergent,Home Care,15,500,7500.0,WH-A,Sylhet,Paid,Cancelled,2025-03-22,2025-03-28
568,2025-06-03,Customer_18,Toothpaste,Personal Care,15,250,3750.0,WH-C,Chattogram,Pending,Cancelled,2025-06-08,2025-06-10
569,2025-04-04,Customer_199,Ice Cream,Foods,9,500,4500.0,WH-C,Sylhet,Pending,Pending,2025-04-08,2025-04-09
570,2025-06-08,,Soap,Personal Care,20,250,5000.0,WH-A,Sylhet,Pending,Pending,,2025-06-13
571,2025-02-09,Customer_83,Lotion,Beauty,16,500,8000.0,WH-B,Khulna,,Delivered,2025-02-14,2025-02-17
572,2025-02-03,Customer_9,Lotion,Beauty,3,120,360.0,WH-A,Dhaka,Pending,Pending,2025-02-05,2025-02-12
573,2025-06-14,Customer_126,Soap,Personal Care,2,500,1000.0,WH-C,Sylhet,Failed,Cancelled,2025-06-18,2025-06-24
574,2025-06-05,Customer_239,Soap,Personal Care,12,180,2160.0,WH-A,Rajshahi,Paid,Dispatched,2025-06-06,2025-06-07
575,2025-05-23,Customer_95,Ice Cream,Foods,2,250,500.0,WH-C,Dhaka,Failed,Cancelled,2025-05-27,2025-06-03
576,2025-03-19,Customer_246,Lotion,Beauty,2,120,240.0,WH-C,Dhaka,Paid,Pending,2025-03-20,2025-03-22
577,2025-02-19,Customer_64,Lotion,Beauty,13,180,2340.0,WH-C,Chattogram,Failed,Dispatched,2025-02-24,2025-03-02
578,2025-04-02,Customer_171,Tea,Foods,4,500,2000.0,WH-B,Dhaka,Paid,Pending,2025-04-06,2025-04-12
579,2025-03-28,Customer_154,Lotion,Beauty,13,500,6500.0,WH-B,Khulna,Pending,Cancelled,2025-03-30,2025-04-04
580,2025-06-12,Customer_186,Ice Cream,Foods,12,350,4200.0,WH-B,Sylhet,Paid,Pending,2025-06-16,2025-06-23
581,2025-04-03,Customer_246,Detergent,Home Care,18,250,4500.0,WH-B,Dhaka,Failed,Delivered,2025-04-07,2025-04-11
582,2025-05-13,Customer_2,Toothpaste,Personal Care,20,120,2400.0,WH-B,Chattogram,Paid,Cancelled,2025-05-15,2025-05-18
583,2025-05-11,Customer_238,Soap,Personal Care,9,500,4500.0,WH-C,Chattogram,Paid,Delivered,2025-05-16,2025-05-21
584,2025-02-05,Customer_228,Detergent,Home Care,12,180,2160.0,WH-C,Chattogram,Paid,Cancelled,2025-02-08,2025-02-11
585,2025-05-27,Customer_235,Ice Cream,Foods,10,120,1200.0,WH-A,Dhaka,Failed,Cancelled,2025-05-31,2025-06-05
586,2025-05-05,Customer_233,Ice Cream,Foods,16,180,2880.0,WH-A,Sylhet,Failed,Cancelled,2025-05-10,2025-05-17
587,2025-01-21,Customer_86,Soap,Personal Care,19,350,6650.0,WH-B,Rajshahi,Pending,Delivered,2025-01-22,2025-01-29
588,2025-01-03,Customer_79,Ice Cream,Foods,8,500,4000.0,WH-C,Dhaka,Pending,Pending,2025-01-07,2025-01-08
589,2025-02-09,Customer_188,Toothpaste,Personal Care,17,180,3060.0,WH-B,Rajshahi,Failed,Delivered,2025-02-10,2025-02-16
590,2025-04-11,Customer_87,Shampoo,Personal Care,14,250,3500.0,WH-A,Rajshahi,Failed,Delivered,2025-04-13,2025-04-15
591,2025-01-22,Customer_112,Lotion,Beauty,13,250,3250.0,WH-C,Chattogram,Paid,Dispatched,2025-01-26,2025-01-31
592,2025-04-12,Customer_144,Lotion,Beauty,7,350,2450.0,WH-C,Sylhet,Paid,Pending,2025-04-17,2025-04-19
593,2025-03-24,Customer_29,Soap,Personal Care,9,350,3150.0,WH-C,Rajshahi,Pending,Cancelled,2025-03-29,2025-03-30
594,2025-03-30,Customer_7,Toothpaste,Personal Care,7,250,1750.0,WH-B,Chattogram,Pending,Dispatched,2025-04-04,2025-04-10
595,2025-01-12,Customer_176,Lotion,Beauty,5,350,1750.0,WH-B,Chattogram,Failed,Delivered,2025-01-14,2025-01-16
596,2025-06-08,Customer_214,Soap,Personal Care,2,180,360.0,WH-B,Dhaka,Pending,Delivered,2025-06-10,2025-06-17
597,2025-01-06,Customer_190,Toothpaste,Personal Care,15,350,5250.0,WH-C,Chattogram,Paid,Cancelled,2025-01-09,2025-01-11
598,2025-02-06,Customer_150,Lotion,Beauty,16,500,8000.0,WH-C,Sylhet,Paid,Cancelled,2025-02-07,2025-02-11
599,2025-02-21,Customer_14,Shampoo,Personal Care,2,250,500.0,WH-B,Dhaka,Paid,Dispatched,2025-02-26,2025-03-01
600,2025-01-28,Customer_223,Tea,Foods,9,250,2250.0,WH-C,Rajshahi,Paid,Dispatched,2025-01-29,2025-02-01
601,2025-05-05,Customer_23,Lotion,Beauty,4,250,1000.0,WH-A,Chattogram,Failed,Dispatched,2025-05-10,2025-05-15
602,2025-03-05,Customer_86,Lotion,Beauty,1,120,120.0,WH-B,Rajshahi,Failed,Pending,2025-03-10,2025-03-13
603,2025-04-01,Customer_129,Soap,Personal Care,12,250,3000.0,WH-B,Dhaka,Failed,Cancelled,2025-04-04,2025-04-06
604,2025-03-13,Customer_88,Detergent,Home Care,1,500,500.0,WH-B,Chattogram,Paid,Dispatched,2025-03-15,2025-03-17
605,2025-04-17,Customer_40,Lotion,Beauty,20,180,3600.0,WH-B,Khulna,Failed,Cancelled,2025-04-19,2025-04-24
606,2025-02-22,Customer_139,Detergent,Home Care,18,180,3240.0,WH-C,Chattogram,Paid,Cancelled,2025-02-24,2025-03-01
607,2025-04-21,Customer_239,Tea,Foods,17,180,3060.0,WH-C,Chattogram,Pending,Delivered,2025-04-23,2025-04-29
608,2025-02-17,Customer_226,Lotion,Beauty,18,120,,WH-A,Dhaka,Pending,Dispatched,2025-02-20,2025-02-27
609,2025-06-13,Customer_200,Detergent,Home Care,10,350,3500.0,WH-A,Dhaka,Paid,Pending,2025-06-16,2025-06-18
